Categoria-1,Ref,OLDRS,RS,RAWQP,QP,MediaGrezza,Menzioni,Anno,Nome,Classificazione,Denominazione,Produttore,Regione,Valutazione,Prezzo,Composizione,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0001595,,,,,,Predappio – Riserva,2018,Romagna Sangiovese Predappio Riserva Vigna Del Generale,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,5,25-29,Sangiovese 100%,96,,96,,na,Rosso fermo,14,20k,,24 mesi in botte grande,,,Italia,2,,,
,0001595-1,11.29,100,3.70,65,4.3,Predappio – Riserva,,Romagna Sangiovese Predappio Riserva Vigna Del Generale,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3★-5★,25-29,Sangiovese 100%,na,,na,,na,Rosso fermo,14,1k-20k,Filetto di mora romagnola al pepe – Bistecca alla fiorentina – Fricassea d'agnello con carciofi – Costine d'agnello alle erbe aromatiche – Entrcote ai tre pepi,24 mesi in botte grande,,,Italia,1,,,
,0001596,,,,,,Predappio – Riserva,2015,Romagna Sangiovese Predappio Riserva Vigna Del Generale Selezione CXXX,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,5,95-99,Sangiovese 100%,92,,92,,na,Rosso fermo,14.5,1k,Petto d'anatra lardellato,40 mesi in botte,"Rosso granato luminoso. È un trionfo di raffinatezza declinata attraverso variegate sfaccettature odorose rabarbaro, liquirizia, menta, susine nere, agrumi, arancia sanguinella  e ricordi di fiori essiccati. Non è da meno l'approccio al palato, equilibrato e rinfrescante, dal profilo giovanile e supportato da tannini di rara precisione estrattiva. Emozionante e dal lungo finale armonico. Fermenta in caratelli per 30 giorni sulle bucce, poi matura per 40 mesi in botte da 12 ettolitri. ",,Italia,2,,,
,0001596,,,,,,Predappio – Riserva,2016,Romagna Sangiovese Predappio Riserva Vigna Del Generale Selezione CXXX,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,4,95-99,Sangiovese 100%,90,,90,,na,Rosso fermo,14.5,2k,,40 mesi in botte,,,Italia,2,,,
,0001596-1,3.98,35,0.36,6,4.5,Predappio – Riserva,,Romagna Sangiovese Predappio Riserva Vigna Del Generale Selezione CXXX,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,4★-5★,95-99,Sangiovese 100%,na,,na,,na,Rosso fermo,14.5,1k-2k,Costine d'agnello alle erbe aromatiche – Entrcote ai tre pepi –  – Filetto di mora romagnola al pepe – Bistecca alla fiorentina – Fricassea d'agnello con carciofi – Costine d'agnello alle erbe aromatiche – Entrcote ai tre pepi – Petto d'anatra lardellato,40 mesi in botte,,,Italia,1,,,
,0001598,,,,,,Superiore,2018,Romagna Sangiovese Superiore I Mandorli,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3,5-9,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,25k,,-,,,Italia,2,,,
,0001598-1,0.34,3,0.43,8,3.0,Superiore,,Romagna Sangiovese Superiore I Mandorli,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3★,5-9,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,25k,,-,,,Italia,1,,,
,0001597,,,,,,Superiore,2015,Romagna Sangiovese Superiore Tre Rocche,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3,10-14,Sangiovese 100%,87,,87,,na,Rosso fermo,14,30k,Tagliata al sale dolce di Cervia,6 mesi in botte grande,"Rubino intenso e di buona estrazione. Naso di intrigante gioventù, in cui lamponi, ribes, mirtilli e profumi floreali sposano dosati e leggeri sentori vanigliati, adagiati su accenni balsamici. Sorso gustoso e dinamico, di rotonda  e vellutata matrice, dai tannini già  ben integrati, che allungano il finale di saporita persistenza. In legno grande da 15 ettolitri per 6 mesi e in bottiglia per 3. ",,Italia,2,,,
,0001597,,,,,,Superiore,2016,Romagna Sangiovese Superiore Tre Rocche,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3,10-14,Sangiovese 100%,87,,87,,na,Rosso fermo,14,30k,Bocconcini di manzo in umido,9 mesi in botte grande,"l Rosso rubino con nuance purpuree di gioventù, trama decisa. Aromi floreali di rosa rossa e geranio si susseguono ad accenni di frutta rossa, ciliegia e amarena in particolare. All'assaggio è caldo e calibrato, ottimamente supportato da una freschezza vitale e da un tannino deciso. Finale teso, succoso, leggermente ammandorlato. Sosta in legno grande per 6 mesi e in bottiglia per altri 3 ",,Italia,2,,,
,0001597,,,,,,Superiore,2017,Romagna Sangiovese Superiore Tre Rocche,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,14,30k,Involtini di manzo pepati,9 mesi in botte grande,"Rubino vivo. Sentori di ciliegia e ribes sono seguiti da ricordi di violette di campo e di cannella. Palato gustoso, preciso nell'estrazione tannica e nell'apporto acido. Agile e trascinante nel finale, dai toni speziati. Riposa in legni grandi per 9 mesi e affina pochi mesi in bottiglia ",,Italia,2,,,
,0001597,,,,,,Superiore,2018,Romagna Sangiovese Superiore Tre Rocche,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,14,35k,Tagliatelle con ragù al coltello,3 mesi in botte grande,"Rosso rubino. All'olfatto dominano sentori di amarena, piccoli frutti neri, e a seguire la viola e l'iris. In bocca emerge la vibrante freschezza che accompagna un tannino ancora giovane. Chiusura sapida e fruttata. Per 3 mesi in botte grande. ",,Italia,2,,,
,0001597,,,,,,Superiore,2019,Romagna Sangiovese Superiore Tre Rocche,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,35k,,3 mesi in botte grande,,,Italia,2,,,
,0001597-1,1.69,15,1.25,22,3.0,Superiore,,Romagna Sangiovese Superiore Tre Rocche,DOC,Romagna Sangiovese,Fattoria Nicolucci,Romagna,3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,30k-35k,Tagliata al sale dolce di Cervia – Bocconcini di manzo in umido – Involtini di manzo pepati – Tagliatelle con ragù al coltello,3-9 mesi in botte grande,,,Italia,1,,,
,0001601,,,,,,Superiore,2015,Romagna Sangiovese Bertinoro Maestri Di Vigna,DOC,Romagna Sangiovese,Fattoria Paradiso,Romagna,3,5-9,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,30k,Tagliata al rosmarino,4 mesi in acciaio,"| RIOSSO rubino di media concentrazione. Un vino dal profilo intrigante e fine: allo spunto di frutta rossa si accompagnano note floreali di rosa e viola e refoli mentolati. lL’entrata al palato è vivace, energica nell'apporto di freschezza, e la beva scorre con naturalezza. Tannino vivo e pungente, sufficientemente integrato. Vinificato in acciaio con breve passaggio in tonneau di Allier. ",,Italia,2,,,
,0001601,,,,,,Superiore,2016,Romagna Sangiovese Bertinoro Maestri Di Vigna,DOC,Romagna Sangiovese,Fattoria Paradiso,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,13,30k,Tasca di vitello ripiena con prosciutto e fontina,4 mesi in acciaio,"[Rosso rubino impenetrabile. Profilo giovanile composto da un elegante profumo di rose e da un corredo fruttato e fragrante, su uno sfondo di sottile balsamicità. Il sorso, definito da un tannino di grana fine e già ben integrato, è sostenuto da una freschezza delicata. Equilibrato ed elegante. Vinificato in acciaio, dove sosta per 4 mesi, affina poi in bottiglia per altri 2 mesi. ",,Italia,2,,,
,0001601-1,0.68,6,0.35,6,3.0,Superiore,,Romagna Sangiovese Bertinoro Maestri Di Vigna,DOC,Romagna Sangiovese,Fattoria Paradiso,Romagna,3★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,13,20k-30k,Tagliata al rosmarino – Tasca di vitello ripiena con prosciutto e fontina,4 mesi in acciaio,,,Italia,1,,,
,0001600,,,,,,Bertinoro – Riserva,2013,Romagna Sangiovese Bertinoro Riserva Vigna Delle Lepri,DOC,Romagna Sangiovese,Fattoria Paradiso,Romagna,3,25-29,Sangiovese 100%,85,,85,,na,Rosso fermo,13.5,20k,Fegatelli di maiale grigliati con la rete,18 mesi in botte grande,"RO'sso rubino di media trasparenza. L'espressività aromatica è tenue, gioca più sulla ricercatezza dei profumi che sulla loro espansività. Frutta rossa, ricordi floreali e un lieve cenno di grafite. Il gusto deciso, morbido e sapido, si imbatte nel profilo tannico, che deve ancora terminare il suo percorso  di integrazione. Il finale è gustoso, slanciato e niente affatto muscolare. Riposa per 18 mesi in rovere di Slavonia da 30 ettolitri e affina per 6 mesi in bottiglia. ",,Italia,2,,,
,0001600,,,,,,Bertinoro – Riserva,2014,Romagna Sangiovese Bertinoro Riserva Vigna Delle Lepri,DOC,Romagna Sangiovese,Fattoria Paradiso,Romagna,2,25-29,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,18k,,60 mesi in botte grande,,,Italia,2,,,
,0001600,,,,,,Bertinoro – Riserva,2015,Romagna Sangiovese Bertinoro Riserva Vigna Delle Lepri,DOC,Romagna Sangiovese,Fattoria Paradiso,Romagna,3,25-29,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,15k,Capretto con carciofi,60 mesi in botte grande,"Rosso rubino luminoso. Inebria l'olfatto con ricordi di ciliegia e piccoli frutti neri, viola, pepe nero, cannella e foglioline  di menta. L'assaggio è avvolgente, dai tannini setosi; morbidezza e freschezza donano equilibrio alla struttura. Finale dai ritorni fruttati. Riposa per 60 mesi in botte grande ",,Italia,2,,,
,0001600-1,0.79,7,0.26,5,2.7,Bertinoro – Riserva,,Romagna Sangiovese Bertinoro Riserva Vigna Delle Lepri,DOC,Romagna Sangiovese,Fattoria Paradiso,Romagna,2★-3★,25-29,Sangiovese 100%,na,,na,,na,Rosso fermo,13.5,15k-20k,Fegatelli di maiale grigliati con la rete – Capretto con carciofi,18-60 mesi in botte grande,,,Italia,1,,,
,0001599,,,,,,Superiore,2017,Romagna Sangiovese Superiore Vigna Del Molino,DOC,Romagna Sangiovese,Fattoria Paradiso,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13.5,15k,,4 mesi in acciaio,,,Italia,2,,,
,0001599,,,,,,Superiore,2018,Romagna Sangiovese Superiore Vigna Del Molino,DOC,Romagna Sangiovese,Fattoria Paradiso,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,30k,Filetto di maiale all'alloro,4 mesi in acciaio,"| Rosso rubino luminoso. Spicca il profumo dei frutti di bosco, affiancato da uno stuzzicante tono erbaceo e a seguire fiori bianchi e mentuccia. Sorso equilibrato e appagante, rinfrescato da un'acidità vivida e da una tannicità generosa, entrambe ben mitigate dall'impatto calorico. Finale elegante in cui echeggia una sottile sapidità. Matura in acciaio 4 mesi sui propri lieviti, malolattica in barrique. ",,Italia,2,,,
,0001599,,,,,,Superiore,2019,Romagna Sangiovese Superiore Vigna Del Molino,DOC,Romagna Sangiovese,Fattoria Paradiso,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,13,30k,,4 mesi in acciaio,,,Italia,2,,,
,0001599,,,,,,Superiore,2020,Romagna Sangiovese Superiore Vigna Del Molino,DOC,Romagna Sangiovese,Fattoria Paradiso,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,14,30k,,4 mesi in acciaio,,,Italia,2,,,
,0001599-1,1.13,10,0.84,15,2.8,Superiore,,Romagna Sangiovese Superiore Vigna Del Molino,DOC,Romagna Sangiovese,Fattoria Paradiso,Romagna,2★-3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,14,30k-35k,Filetto di maiale all'alloro,4 mesi in acciaio,,,Italia,1,,,
,0001605,,,,,,Marzeno – Superiore – Riserva,2012,Romagna Sangiovese Marzeno Superiore Riserva Pietramora,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,3,25-29,Sangiovese 98% – Ancelotta 2%,87,,87,,na,Rosso fermo,15,5k,Filetto di tartufo,12 mesi in tonneau,"Rubino luminoso. Naso ampio  elegante che regala un susseguirsi di sensazioni: spezie, more in gelatina, note balsamiche e tostate di caffè e cacao. Vino di grande impatto sensoriale, dal sorso avvolgente e profondo, con tannini copiosi e solidi di squisita fattura. Anche nel finale la non trascurabile dotazione alcolica non si avverte. Giovane ed emozionante. Fermenta parte in acciaio e parte in tonneau, dove matura per un anno; seguono 12 mesi di bottiglia. ",,Italia,2,,,
,0001605,,,,,,Marzeno – Superiore – Riserva,2013,Romagna Sangiovese Marzeno Superiore Riserva Pietramora,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,4,25-29,Sangiovese 98% – Ancelotta 2%,90,,90,,na,Rosso fermo,15,7k,,12 mesi in tonneau,,,Italia,2,,,
,0001605,,,,,,Marzeno – Superiore – Riserva,2015,Romagna Sangiovese Marzeno Superiore Riserva Pietramora,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,4,20-24,Sangiovese 98% – Ancelotta 2%,90,,90,,na,Rosso fermo,14.5,15k,Filetto di manzo in crosta,12 mesi in tonneau,"[Rosso rubino. Profumi ben definiti di viole, ciliegie sotto spirito, cioccolato e tabacco. Un rosso di stoffa, dall'estrazione tannica di grande precisione. Fresco, elegante e dal lungo finale. Lascia presagire notevoli possibilità di evoluzione. Fermentazione e maturazione in rovere francese, e un anno di affinamento in bottiglia. ",,Italia,2,,,
,0001605,,,,,,Marzeno – Superiore – Riserva,2016,Romagna Sangiovese Marzeno Superiore Riserva Pietramora,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,5,15-19,Sangiovese 98% – Ancelotta 2%,92,,92,,na,Rosso fermo,15,20k,Cinghiale in salmì,12 mesi in tonneau,"Rosso rubino compatto e luminoso.  Da uno scenario olfattivo dai raffinati toni speziati affiorano profumi di piccoli frutti neri, cacao e accenni balsamici l'assaggio evidenzia l'eleganza stilistica del vino; calore, freschezza, sapidità animano un quadro gustativo fatto  di armoniosi contrappunti. Di grande qualità il contributo dei tannini, che risaltano per precisione e spessore Finale d'assaggio lungo ed equilibrato Dopo l'eccezionale millesimo 2001, è uno dei più grandi Pietramora prodotti. Fermentazione e maturazione in  rovere francese e lungo affinamento in bottiglia ",,Italia,2,,,
,0001605-1,5.32,47,2.77,49,4.0,Marzeno – Superiore – Riserva,,Romagna Sangiovese Marzeno Superiore Riserva Pietramora,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,3★-5★,15-19,Sangiovese 98% – Ancelotta 2%,na,,na,,na,Rosso fermo,15,5k-20k,Filetto di tartufo – Filetto di manzo in crosta – Cinghiale in salmì,12 mesi in tonneau,,,Italia,1,,,
,0001604,,,,,,Superiore,2015,Romagna Sangiovese Superiore Ceregio Rosso,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,2,5-9,Sangiovese 97% – Ancelotta 3%,83,,83,,na,Rosso fermo,13.5,120k,,6 mesi in acciaio,,,Italia,2,,,
,0001604,,,,,,Superiore,2017,Romagna Sangiovese Superiore Ceregio Rosso,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,2,5-9,Sangiovese 97% – Ancelotta 3%,84,,84,,na,Rosso fermo,12.5,70k,,6 mesi in acciaio,,,Italia,2,,,
,0001604,,,,,,Superiore,2018,Romagna Sangiovese Superiore Ceregio Rosso,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,3,5-9,Sangiovese 97% – Ancelotta 3%,86,,86,,na,Rosso fermo,12.5,90k,Brodetto di pesce,6 mesi in acciaio,"ﬁ Rosso porpora. Riconoscimenti di facile lettura: profumi di ribes rosso, lampone, sfumature di arancia sanguinella e  rosa canina. Il sorso è accattivante per  la coerenza dei frutti rossi, arricchito  da giovani tannini in evoluzione e da energica freschezza. Finale persistente  e leggermente amaricante. Solo acciaio per 6 mesi. ",,Italia,2,,,
,0001604,,,,,,Superiore,2019,Romagna Sangiovese Superiore Ceregio Rosso,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,3,5-9,Sangiovese 97% – Ancelotta 3%,86,,86,,na,Rosso fermo,16,80k,,6 mesi in acciaio,,,Italia,2,,,
,0001604-1,0.91,8,1.15,20,2.5,Superiore,,Romagna Sangiovese Superiore Ceregio Rosso,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,2★-3★,5-9,Sangiovese 97% – Ancelotta 3%,na,,na,,na,Rosso fermo,16,80k-120k,Brodetto di pesce,6 mesi in acciaio,,,Italia,1,,,
,0001603,,,,,,Superiore,2019,Romagna Sangiovese Superiore Poggio Vicchio,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,3,10-14,Sangiovese 100%,86,,86,,na,Rosso fermo,13,3k,,12 mesi in acciaio,,,Italia,2,,,
,0001603-1,0.34,3,0.25,4,3.0,Superiore,,Romagna Sangiovese Superiore Poggio Vicchio,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,3★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,13,3k,,12 mesi in acciaio,,,Italia,1,,,
,0001602,,,,,,Superiore – Riserva,2012,Romagna Sangiovese Superiore Riserva Torre Di Ceparano,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,3,15-19,Sangiovese 92% – Cabernet Sauvignon 6% – Ancelotta 2%,86,,86,,na,Rosso fermo,15.5,25k,Guanciale di vitello brasato,12 mesi in botte,"Rubino concentrato. Bouquet di frutti  di bosco, amarena e spezie dolci, con note balsamiche di eucalipto. Solido nella struttura, ma con una beva agile e dalla trama tannica integrata che scorre sul filo della freschezza. Lungo finale godibile. Passaggio in barrique per 12 mesi e affinamento di 8 in bottiglia ",,Italia,2,,,
,0001602,,,,,,Superiore – Riserva,2013,Romagna Sangiovese Superiore Riserva Torre Di Ceparano,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,3,5-9,Sangiovese 92% – Merlot 6% – Ancelotta 2%,86,,86,,na,Rosso fermo,14,30k,,12 mesi in botte,,,Italia,2,,,
,0001602,,,,,,Superiore – Riserva,2014,Romagna Sangiovese Superiore Riserva Torre Di Ceparano,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,2,10-14,Sangiovese 92% – Merlot 6% – Ancelotta 2%,84,,84,,na,Rosso fermo,13.5,25k,,12 mesi in botte,,,Italia,2,,,
,0001602,,,,,,Superiore – Riserva,2015,Romagna Sangiovese Superiore Riserva Torre Di Ceparano,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,3,10-14,Sangiovese 92% – Merlot 6% – Ancelotta 2%,86,,86,,na,Rosso fermo,14.5,30k,Chateaubriand con salsa bernese,12 mesi in botte,"R!sso granato. L'impressione immediata è di notevole apertura olfattiva. Si distinguono toni fruttati intensi di piccoli frutti rossi, poi un pot-pourri di fiori, mazzetto aromatico e pepe in grani. È un sorso pieno di energia, con tannini dal piglio deciso e un frutto ben presente. Finale sapido e minerale, molto equilibrato. Fermenta in acciaio e poi matura per un anno in legni di diversa capacità ",,Italia,2,,,
,0001602,,,,,,Superiore – Riserva,2016,Romagna Sangiovese Superiore Riserva Torre Di Ceparano,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,4,10-14,Sangiovese 92% – Merlot 6% – Ancelotta 2%,89,,89,,na,Rosso fermo,13,27k,,12 mesi in botte,,,Italia,2,,,
,0001602-1,2.13,19,1.57,28,3.0,Superiore – Riserva,,Romagna Sangiovese Superiore Riserva Torre Di Ceparano,DOC,Romagna Sangiovese,Fattoria Zerbina,Romagna,3★-4★,10-14,Sangiovese – Cabernet Sauvignon – Merlot – Ancelotta,na,,na,,na,Rosso fermo,13,25k-30k,Guanciale di vitello brasato – Chateaubriand con salsa bernese,12 mesi in botte,,,Italia,1,,,
,0001609,,,,,,nd,2015,Romagna Sangiovese Auriga,DOC,Romagna Sangiovese,Ferrucci,Romagna,3,5-9,Sangiovese 100%,85,,85,,na,Rosso fermo,13,9k,Salame fresco alla griglia,-,"Rubino intenso e consistente. Profumi immediati, estremamente puliti e tipici dell'uva sangiovese: durone di Vignola, prugna, viole e peonie. L’ingresso in bocca è rotondo ma snello, con un buon equilibrio fresco-sapido e un tannino di ottima fattura che rinvigorisce la beva  e si allunga in un finale piacevolmente fruttato. Vinificazione in vasche di cemento, poi 4 mesi in bottiglia. ",,Italia,2,,,
,0001609,,,,,,nd,2017,Romagna Sangiovese Auriga,DOC,Romagna Sangiovese,Ferrucci,Romagna,3,5-9,Sangiovese 100%,86,,86,,na,Rosso fermo,13,7k,,-,,,Italia,2,,,
,0001609-1,0.68,6,0.86,15,3.0,nd,,Romagna Sangiovese Auriga,DOC,Romagna Sangiovese,Ferrucci,Romagna,3★,5-9,Sangiovese 100%,na,,na,,na,Rosso fermo,13,7k-9k,Salame fresco alla griglia,-,,,Italia,1,,,
,0001608,,,,,,Serra,2017,Romagna Sangiovese Serra Legio,DOC,Romagna Sangiovese,Ferrucci,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,13.5,3k,,16 mesi in botte,,,Italia,2,,,
,0001608,,,,,,Serra,2018,Romagna Sangiovese Serra Legio,DOC,Romagna Sangiovese,Ferrucci,Romagna,3,15-19,Sangiovese 100%,86,,86,,na,Rosso fermo,14,1k,,16 mesi in botte,,,Italia,2,,,
,0001608-1,0.68,6,0.35,6,3.0,Serra,,Romagna Sangiovese Serra Legio,DOC,Romagna Sangiovese,Ferrucci,Romagna,3★,15-19,Sangiovese 100%,na,,na,,na,Rosso fermo,14,1k-3k,,16 mesi in botte,,,Italia,1,,,
,0001607,,,,,,Superiore,2015,Romagna Sangiovese Superiore Centurione,DOC,Romagna Sangiovese,Ferrucci,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13,40k,,3 mesi in acciaio,,,Italia,2,,,
,0001607,,,,,,Superiore,2016,Romagna Sangiovese Superiore Centurione,DOC,Romagna Sangiovese,Ferrucci,Romagna,2,10-14,Sangiovese 100%,84,,84,,na,Rosso fermo,13,40k,Farfalle con sugo di piselli,3 mesi in acciaio,"Rosso rubino compatto. Si apre con limpidi profumi di ciliegia su sfondo floreale con un'accattivante sfumatura pepata. Palato deciso, di matrice fresco- tannica, dove l’espressività del frutto  è ancora frenata da un tannino vivace  e pungente. Struttura non eccessiva  ma di ottima bevibilità. Fermentazione e maturazione in vasche di cemento vetrificato. Sosta per 6 mesi in bottiglia ",,Italia,2,,,
,0001607,,,,,,Superiore,2017,Romagna Sangiovese Superiore Centurione,DOC,Romagna Sangiovese,Ferrucci,Romagna,3,10-14,Sangiovese 100%,87,,87,,na,Rosso fermo,13,40k,Pappardelle con salsiccia e porri,3 mesi in acciaio,"Rubino pieno. Classico e varietale al primo impatto: spiccano i petali di rosa e le ciliegie fresche, appena adombrate da uno sfondo erbaceo. Sorso dal carattere fruttato, con abbondanti tannini, ancora in fase di integrazione ma di grande potenziale. Il vino, adeguatamente fresco, non perde dinamismo. Finale ammandorlato. Sosta per 3 mesi in acciaio e poi 6 mesi in bottiglia ",,Italia,2,,,
,0001607,,,,,,Superiore,2018,Romagna Sangiovese Superiore Centurione,DOC,Romagna Sangiovese,Ferrucci,Romagna,3,10-14,Sangiovese 100%,88,,88,,na,Rosso fermo,13,45k,Pappardelle al sugo di coniglio,6 mesi in cemento,"l Rosso rubino luminoso. Profumi schietti sospesi tra ricordi fruttati e fiori primaverili: fragole, lamponi, peonie e rose rosse si intrecciano fra loro. L’approccio gustativo è succoso, delineato da un sodalizio tra freschezza e un tannino già raffinato, preludio a una progressione dinamica e fruttata Fermenta e sosta in vasche di cemento vetrificato per 6 mesi. ",,Italia,2,,,
,0001607,,,,,,Superiore,2019,Romagna Sangiovese Superiore Centurione,DOC,Romagna Sangiovese,Ferrucci,Romagna,4,10-14,Sangiovese 100%,90,,90,,na,Rosso fermo,13,45k,Filetto di maiale in crosta,6 mesi in cemento,"Rosso rubino luminoso e vivace. Al naso mostra notevole personalità, con intriganti profumi di fiori di ibisco e viola, frutta rossa, arancia sanguinella, tra sbuffi di pepe bianco e incenso sul finale. Al palato si evidenziano una grande dinamicità, finezza e succosità; i tannini sono saporiti e ben supportati da una buona dose di freschezza. Vinificato in vasche di cemento vetrificato, in cui sosta per 6 mesi. ",,Italia,2,,,
,0001607,,,,,,Superiore,2020,Romagna Sangiovese Superiore Centurione,DOC,Romagna Sangiovese,Ferrucci,Romagna,4,10-14,Sangiovese 100%,90,,90,,na,Rosso fermo,13,45k,,3 mesi in acciaio,,,Italia,2,,,
,0001607-1,2.91,26,2.15,38,3.0,Superiore,,Romagna Sangiovese Superiore Centurione,DOC,Romagna Sangiovese,Ferrucci,Romagna,3★-4★,10-14,Sangiovese 100%,na,,na,,na,Rosso fermo,13,40k-45k,Farfalle con sugo di piselli – Pappardelle con salsiccia e porri – Pappardelle al sugo di coniglio – Filetto di maiale in crosta,3 mesi in acciaio o 3 mesi in cemento,,,Italia,1,,,
,0001606,,,,,,Superiore – Riserva,2013,Romagna Sangiovese Superiore Riserva Domus Caia,DOC,Romagna Sangiovese,Ferrucci,Romagna,3,25-29,Sangiovese 100%,87,,87,,na,Rosso fermo,14,12k,Brasato al Sangiovese,12 mesi in tonneau,"rGranaîo intenso e luminoso. Un concentrato succoso di spezie e frutti dolci, note di liquirizia, cioccolato e amarena sotto spirito caratterizza l'olfatto di questo intrigante Sangiovese. AI palato i tannini profondi e fusi con  la morbida ed equilibrata struttura  ne fanno un vino elegante, dal corpo slanciato e di raffinata persistenza Finale dolcemente fruttato. Appassimento sui graticci per 30 giorni, poi 12 mesi in tonneau e altrettanti in bottiglia. ",,Italia,2,,,
,0001606,,,,,,Superiore – Riserva,2014,Romagna Sangiovese Superiore Riserva Domus Caia,DOC,Romagna Sangiovese,Ferrucci,Romagna,3,25-29,Sangiovese 100%,87,,87,,na,Rosso fermo,14,6k,Piccione arrosto,12 mesi in tonneau,"Rosso granato cupo. Olfatto ampio e definito, con frutti neri, cenni di caffè e tamarindo avvolti felicemente da nuance speziate. Ingresso morbido, di calore alcolico proporzionato e dotato di tannini levigati. Vino armonico e dal frutto vivo, meno imponente del solito ma per contro più immediato. Uve appassite per un mese, come da tradizione aziendale, e poi vinificate in acciaio; sosta per un anno in botti e uno in bottiglia ",,Italia,2,,,
,0001606,,,,,,Superiore – Riserva,2015,Romagna Sangiovese Superiore Riserva Domus Caia,DOC,Romagna Sangiovese,Ferrucci,Romagna,4,25-29,Sangiovese 100%,90,,90,,na,Rosso fermo,14,18k,Prosciutto affumicato al forno,12 mesi in tonneau,"Rosso rubino luminoso. Naso di ribes e more in confettura, valorizzate da effluvi di tabacco, liquirizia e polvere da sparo. L'approccio gustativo è avvolgente, con un apporto di tannini ancora incisivi  a conclusione dell'assaggio. Finale gradevole, lungo e speziato. Da uve leggermente appassite sui graticci, matura in legni di varia provenienza per un anno e affina un altro anno in bottiglia. ",,Italia,2,,,
,0001606,,,,,,Superiore – Riserva,2016,Romagna Sangiovese Superiore Riserva Domus Caia,DOC,Romagna Sangiovese,Ferrucci,Romagna,3,25-29,Sangiovese 100%,88,,88,,na,Rosso fermo,14,18k,Roast-beef di fassona con scaglie di castelmagno,12 mesi in tonneau,"Rosso granato. Tabacco, tostatura,  frutti neri in confettura, sensazioni balsamiche e di grafite caratterizzano il profilo olfattivo. Al palato la freschezza ancora dominante e la trama tannica fine e levigata mitigano un sorso caldo e di struttura. Lungo il finale. Vinificazione in vasche di cemento vetrificato dopo appassimento delle uve per un mese su graticci; riposa per un anno in tonneau. ",,Italia,2,,,
